datetime,code,side,price,volume,fee
2024-09-26T09:30:00.000000,SZSE.000736,buy,10.025009999999998,7600,7.619007599999999
2024-09-26T09:30:00.000000,SHSE.600776,buy,9.8049,7700,7.549773
2024-09-26T09:30:00.000000,SHSE.600550,sell,9.345325,44700,41.77360275
2024-09-27T11:30:00.000000,SHSE.600776,sell,10.25487,7700,7.8962499
2024-09-27T11:30:00.000000,SZSE.000736,sell,11.794100000000002,7600,8.963516000000002
2024-10-09T09:30:00.000000,SZSE.000029,buy,14.94747,900,1.3452723
2024-10-09T09:30:00.000000,SZSE.001301,buy,54.12705,200,1.082541
2024-10-09T09:30:00.000000,SHSE.603882,buy,38.51925,300,1.1555775
2024-10-09T09:30:00.000000,SZSE.002050,buy,24.262124999999997,500,1.2131062499999998
2024-10-09T09:30:00.000000,SHSE.603659,buy,15.86793,800,1.2694344
2024-10-09T09:30:00.000000,SHSE.603517,buy,16.718355,800,1.3374684
2024-10-09T09:30:00.000000,SHSE.603369,buy,52.426199999999994,200,1.0485239999999998
2024-10-09T09:30:00.000000,SHSE.603737,buy,41.0205,300,1.230615
2024-10-09T09:30:00.000000,SZSE.002145,buy,4.512255,3000,1.3536765
2024-10-09T09:30:00.000000,SHSE.603345,buy,100.05,100,1.0005
2024-10-09T09:30:00.000000,SZSE.002192,buy,39.8199,300,1.194597
2024-10-09T09:30:00.000000,SZSE.002240,buy,16.088039999999996,800,1.2870431999999998
2024-10-09T09:30:00.000000,SZSE.002372,buy,14.657325,900,1.3191592500000002
2024-10-09T09:30:00.000000,SZSE.002459,buy,14.257124999999998,900,1.28314125
2024-10-09T09:30:00.000000,SZSE.002487,buy,23.031509999999997,500,1.1515755
2024-10-09T09:30:00.000000,SZSE.002518,buy,21.03051,600,1.2618306000000001
2024-10-09T09:30:00.000000,SZSE.002541,buy,16.008,800,1.28064
2024-10-09T09:30:00.000000,SZSE.002738,buy,36.71835,300,1.1015505
2024-10-09T09:30:00.000000,SZSE.002821,buy,87.0435,100,0.8704349999999998
2024-10-09T09:30:00.000000,SZSE.002146,buy,1.74087,7900,1.3752873
2024-10-09T09:30:00.000000,SHSE.603317,buy,12.2061,1100,1.342671
2024-10-09T09:30:00.000000,SZSE.000860,buy,19.70985,600,1.182591
2024-10-09T09:30:00.000000,SHSE.603027,buy,14.007,900,1.26063
2024-10-09T09:30:00.000000,SHSE.600266,buy,5.7528749999999995,2300,1.32316125
2024-10-09T09:30:00.000000,SHSE.600199,buy,14.707349999999998,900,1.3236614999999998
2024-10-09T09:30:00.000000,SHSE.600779,buy,48.454215,200,0.9690842999999999
2024-10-09T09:30:00.000000,SHSE.600048,buy,10.6053,1300,1.378689
2024-10-09T09:30:00.000000,SHSE.600801,buy,13.436715,1000,1.3436715000000001
2024-10-09T09:30:00.000000,SHSE.600559,buy,22.6113,600,1.356678
2024-10-09T09:30:00.000000,SHSE.600649,buy,4.78239,2800,1.3390692000000002
2024-10-09T09:30:00.000000,SHSE.601155,buy,13.996995,900,1.25972955
2024-10-09T09:30:00.000000,SHSE.600861,buy,18.859425,700,1.3201597500000002
2024-10-10T09:30:00.000000,SZSE.000002,buy,8.90445,1900,1.6918455000000003
2024-10-10T09:30:00.000000,SZSE.002625,buy,26.813399999999998,600,1.608804
2024-10-10T09:30:00.000000,SZSE.002607,buy,2.9214599999999997,5800,1.6944467999999997
2024-10-10T09:30:00.000000,SZSE.002541,buy,14.517254999999999,1100,1.5968980499999998
2024-10-10T09:30:00.000000,SHSE.600199,buy,13.186589999999999,1200,1.5823908
2024-10-10T09:30:00.000000,SHSE.600266,buy,5.232615,3200,1.6744367999999998
2024-10-10T09:30:00.000000,SZSE.002146,buy,1.58079,10800,1.7072532
2024-10-10T09:30:00.000000,SHSE.600606,buy,1.9709849999999998,8600,1.6950470999999998
2024-10-10T09:30:00.000000,SHSE.601933,buy,3.4217099999999996,5000,1.710855
2024-10-10T09:30:00.000000,SHSE.603369,buy,47.53375499999999,300,1.4260126499999999
2024-10-10T09:30:00.000000,SZSE.000627,buy,3.5117549999999995,4800,1.6856424
2024-10-10T09:30:00.000000,SZSE.000069,buy,2.751375,6200,1.7058524999999998
2024-10-10T09:30:00.000000,SHSE.603737,buy,36.678329999999995,400,1.4671332
2024-10-10T09:30:00.000000,SHSE.603920,buy,28.074029999999997,600,1.6844417999999999
2024-10-10T09:30:00.000000,SHSE.600643,buy,5.9529749999999995,2800,1.6668329999999998
2024-10-10T09:30:00.000000,SHSE.603383,buy,42.521249999999995,400,1.7008499999999998
2024-10-10T09:30:00.000000,SHSE.600048,buy,9.614804999999999,1700,1.6345168499999998
2024-10-10T11:30:00.000000,SHSE.600559,sell,21.219385000000003,600,1.2731631
2024-10-10T11:30:00.000000,SHSE.603317,sell,12.65367,1100,1.3919037
2024-10-10T11:30:00.000000,SHSE.601155,sell,13.983005,900,1.2584704500000001
2024-10-10T11:30:00.000000,SHSE.603345,sell,99.25035,100,0.9925035
2024-10-10T11:30:00.000000,SHSE.603369,sell,49.645165000000006,200,0.9929033000000002
2024-10-10T11:30:00.000000,SHSE.600861,sell,18.000995000000003,700,1.2600696500000002
2024-10-10T11:30:00.000000,SHSE.603517,sell,16.581705,800,1.3265364
2024-10-10T11:30:00.000000,SHSE.603659,sell,14.812590000000002,800,1.1850072000000003
2024-10-10T11:30:00.000000,SHSE.603737,sell,37.951015,300,1.13853045
2024-10-10T11:30:00.000000,SZSE.002192,sell,36.951515,300,1.10854545
2024-10-10T11:30:00.000000,SHSE.600801,sell,13.043475,1000,1.3043475
2024-10-10T11:30:00.000000,SZSE.000029,sell,14.35282,900,1.2917538
2024-10-10T11:30:00.000000,SZSE.000860,sell,18.63068,600,1.1178408000000002
2024-10-10T11:30:00.000000,SZSE.001301,sell,50.144915000000005,200,1.0028983
2024-10-10T11:30:00.000000,SHSE.600779,sell,44.787595,200,0.8957519
2024-10-10T11:30:00.000000,SHSE.603027,sell,13.673160000000001,900,1.2305844000000001
2024-10-10T11:30:00.000000,SZSE.002145,sell,4.27786,3000,1.2833580000000002
2024-10-10T11:30:00.000000,SZSE.002459,sell,13.11344,900,1.1802096000000002
2024-10-10T11:30:00.000000,SZSE.002146,sell,1.6291849999999999,7900,1.28705615
2024-10-10T11:30:00.000000,SZSE.002240,sell,14.93253,800,1.1946024
2024-10-10T11:30:00.000000,SZSE.002487,sell,22.68865,500,1.1344325
2024-10-10T11:30:00.000000,SHSE.600199,sell,13.673160000000001,900,1.2305844000000001
2024-10-10T11:30:00.000000,SZSE.002518,sell,19.630180000000003,600,1.1778108000000003
2024-10-10T11:30:00.000000,SHSE.600266,sell,5.427285,2300,1.2482755500000002
2024-10-10T11:30:00.000000,SZSE.002541,sell,14.922535,800,1.1938028
2024-10-10T11:30:00.000000,SZSE.002372,sell,14.342825000000001,900,1.2908542500000002
2024-10-10T11:30:00.000000,SZSE.002821,sell,80.809575,100,0.80809575
2024-10-10T11:30:00.000000,SZSE.002050,sell,24.427780000000002,500,1.2213890000000003
2024-10-10T11:30:00.000000,SZSE.002738,sell,35.04247,300,1.0512741
2024-10-10T11:30:00.000000,SHSE.600048,sell,10.15492,1300,1.3201396
2024-10-10T15:00:00.000000,SHSE.600649,sell,4.817590000000001,2800,1.3489252000000003
2024-10-11T09:30:00.000000,SHSE.603920,buy,25.702845,400,1.0281138
2024-10-11T09:30:00.000000,SHSE.600705,buy,3.3416699999999997,3100,1.0359177
2024-10-11T09:30:00.000000,SHSE.603893,buy,69.60478499999999,100,0.6960478499999999
2024-10-11T09:30:00.000000,SHSE.601106,buy,3.191595,3300,1.0532263499999999
2024-10-11T09:30:00.000000,SHSE.601628,buy,42.6213,200,0.852426
2024-10-11T09:30:00.000000,SHSE.600602,buy,13.88694,700,0.9720858000000001
2024-10-11T09:30:00.000000,SHSE.603160,buy,76.568265,100,0.7656826499999999
2024-10-11T09:30:00.000000,SHSE.601336,buy,49.934954999999995,200,0.9986990999999998
2024-10-11T09:30:00.000000,SHSE.600446,buy,13.206599999999998,700,0.9244619999999999
2024-10-11T09:30:00.000000,SHSE.600570,buy,24.39219,400,0.9756876000000001
2024-10-11T09:30:00.000000,SHSE.600171,buy,26.813399999999998,300,0.804402
2024-10-11T09:30:00.000000,SHSE.603290,buy,96.95845499999999,100,0.96958455
2024-10-11T09:30:00.000000,SZSE.002649,buy,11.535765,900,1.03821885
2024-10-11T09:30:00.000000,SZSE.000617,buy,7.38369,1400,1.0337166
2024-10-11T09:30:00.000000,SZSE.000628,buy,52.6263,200,1.052526
2024-10-11T09:30:00.000000,SHSE.601099,buy,4.272135,2400,1.0253124
2024-10-11T09:30:00.000000,SZSE.000676,buy,7.7838899999999995,1300,1.0119057
2024-10-11T09:30:00.000000,SHSE.603920,sell,25.427280000000003,600,1.5256368000000002
2024-10-11T09:30:00.000000,SZSE.000799,buy,52.836405,100,0.52836405
2024-10-11T09:30:00.000000,SHSE.603383,sell,36.681650000000005,400,1.4672660000000002
2024-10-11T09:30:00.000000,SZSE.000948,buy,18.42921,500,0.9214605000000002
2024-10-11T09:30:00.000000,SHSE.601933,sell,3.008495,5000,1.5042475000000002
2024-10-11T09:30:00.000000,SZSE.002049,buy,64.97246999999999,100,0.6497246999999999
2024-10-11T09:30:00.000000,SZSE.002987,buy,14.217105,700,0.9951973500000001
